0,19,0,16,2,21,0,17,2,23,0,,1,5,4,9,0,7,1,4,0,4,,12,377,16,412,14,241,17,279,17,344
3,18,3,14,0,10,4,27,4,15,5,,5,0,1,6,2,9,2,2,5,5,,14,67,9,88,15,31,20,54,9,53
7,11,4,17,3,18,21,20,30,21,3,,28,4,22,7,14,5,19,10,20,12,,13,34,17,31,15,92,18,91,18,50
62,21,70,16,6,19,94,15,70,9,38,,77,9,52,1,35,5,40,9,63,5,,22,99,19,108,12,69,14,88,15,90
149,9,121,11,34,21,100,23,85,17,128,,46,6,37,9,50,7,47,10,44,4,,17,41,11,37,10,59,18,54,14,29
65,18,49,12,142,14,32,14,39,13,84,,9,6,12,10,31,6,18,3,12,5,,17,61,11,66,13,35,17,56,18,75
26,25,23,15,75,21,17,25,20,17,17,,8,6,6,5,7,8,5,2,4,6,,24,35,11,35,14,10,15,7,21,18
15,21,17,12,22,18,4,16,12,24,7,,7,6,5,4,4,8,4,6,2,6,,20,11,15,10,19,9,22,10,16,18
11,13,9,17,9,11,7,19,5,15,17,,0,5,4,8,5,5,6,7,8,7,,19,10,11,13,22,45,10,34,15,15
5,16,3,21,8,14,2,18,3,20,4,,0,5,0,5,0,5,2,4,0,10,,15,79,14,77,12,83,24,111,17,78
0,9,0,14,2,18,0,16,2,19,3,,3,6,0,5,0,8,2,6,1,4,,11,43,13,54,14,27,22,19,7,45
4,19,0,14,2,14,0,16,1,18,1,,1,6,0,4,0,8,0,5,1,8,,15,41,10,48,11,91,16,78,14,56
2,12,1,21,0,23,1,16,0,13,1,,0,2,0,10,0,9,1,8,1,6,,14,104,20,97,17,35,11,50,14,75
0,19,0,14,0,16,0,18,1,12,0,,0,14,0,3,0,4,0,6,2,6,,13,19,23,24,17,41,11,32,14,24
